cidade,ano,estado,regiao,taxa_deposito,pib,pib_percapita,saude,saude_percapita,endividamento,idade_media,populacao,spread,id
Monaco,7/1/06 0:00,Europe,Independent,,$4.66B,$132.2K,4,$0.0B,,,"35,267",,1374
Russian Federation,7/1/06 0:00,Europe,Independent,4,$989.93B,$6.9K,5,$0.0B,10,67,"142,500,000",6,1375
Ukraine,7/1/06 0:00,Europe,Independent,8,$107.75B,$2.3K,6,$0.0B,15,68,"46,787,750",7,1376
Belarus,7/1/06 0:00,Europe,Independent,8,$36.96B,$3.8K,6,$0.0B,9,69,"9,732,500",1,1377
Turkey,7/1/06 0:00,Europe,Independent,22,$530.90B,$7.7K,6,$0.0B,,72,"69,063,538",,1378
Andorra,7/1/06 0:00,Europe,Independent,,$2.82B,$35.3K,7,$0.0B,,,"79,874",,1379
Croatia,7/1/06 0:00,Europe,Independent,2,$49.86B,$11.2K,7,$0.0B,10,76,"4,440,000",8,1380
Albania,7/1/06 0:00,Europe,Independent,5,$9.13B,$2.9K,7,$0.0B,13,76,"3,156,607",8,1381
San Marino,7/1/06 0:00,Europe,Independent,2,$1.47B,$47.8K,7,$0.0B,7,82,"30,721",5,1382
"Macedonia, FYR",7/1/06 0:00,Europe,Independent,5,$6.56B,$3.2K,8,$0.0B,11,74,"2,043,091",6,1383
Serbia,7/1/06 0:00,Europe,Independent,5,$29.22B,$3.9K,9,$0.0B,17,73,"7,411,569",12,1384
Montenegro,7/1/06 0:00,Europe,Independent,5,$2.70B,$4.3K,9,$0.0B,11,74,"627,074",6,1385
Bosnia and Herzegovina,7/1/06 0:00,Europe,Independent,4,$12.40B,$3.3K,9,$0.0B,8,75,"3,781,588",4,1386
Norway,7/1/06 0:00,Europe,Independent,3,$340.04B,$73.0K,9,$0.0B,5,80,"4,660,677",2,1387
Iceland,7/1/06 0:00,Europe,Independent,,$16.65B,$54.8K,9,$0.0B,18,81,"303,782",,1388
Moldova,7/1/06 0:00,Europe,Independent,12,$3.41B,$1.0K,11,$0.0B,18,68,"3,585,520",6,1389
Switzerland,7/1/06 0:00,Europe,Independent,1,$391.23B,$52.3K,11,$0.0B,3,81,"7,483,934",2,1390
Oman,7/1/06 0:00,Middle East,,4,$36.80B,$14.8K,2,$0.0B,7,73,"2,490,620",3,1391
Kuwait,7/1/06 0:00,Middle East,,5,$101.56B,$43.2K,2,$0.0B,9,74,"2,351,441",4,1392
United Arab Emirates,7/1/06 0:00,Middle East,,,$222.11B,$47.6K,2,$0.0B,,76,"4,662,728",,1393
Qatar,7/1/06 0:00,Middle East,,4,$60.50B,$61.8K,3,$0.0B,7,77,"978,336",3,1394
Iraq,7/1/06 0:00,Middle East,,7,$45.08B,$1.6K,4,$0.0B,14,68,"28,432,904",7,1395
Saudi Arabia,7/1/06 0:00,Middle East,,,$356.63B,$14.4K,4,$0.0B,,73,"24,799,436",,1396
Bahrain,7/1/06 0:00,Middle East,,4,$15.85B,$19.5K,4,$0.0B,8,75,"811,410",4,1397
Syrian Arab Republic,7/1/06 0:00,Middle East,,9,$33.33B,$1.8K,4,$0.0B,8,75,"18,860,939",-1,1398
"Yemen, Rep.",7/1/06 0:00,Middle East,,13,$19.08B,$0.9K,5,$0.0B,18,63,"21,288,070",5,1399
"Iran, Islamic Rep.",7/1/06 0:00,Middle East,,12,$222.88B,$3.2K,6,$0.0B,14,72,"70,582,086",2,1400
Israel,7/1/06 0:00,Middle East,,4,$145.48B,$20.6K,7,$0.0B,7,80,"7,053,700",3,1401
Lebanon,7/1/06 0:00,Middle East,,8,$22.44B,$5.5K,8,$0.0B,10,72,"4,097,457",2,1402
Jordan,7/1/06 0:00,Middle East,,5,$15.06B,$2.7K,8,$0.0B,8,73,"5,537,000",3,1403
American Samoa,7/1/06 0:00,Oceania,,,,,,,,,"64,045",,1404
French Polynesia,7/1/06 0:00,Oceania,,,,,,,,74,"258,119",,1405
Guam,7/1/06 0:00,Oceania,,,,,,,,75,"171,024",,1406
New Caledonia,7/1/06 0:00,Oceania,,,,,,,,76,"238,459",,1407
Papua New Guinea,7/1/06 0:00,Oceania,,1,$5.60B,$0.9K,3,$0.0B,11,61,"6,244,916",10,1408
Vanuatu,7/1/06 0:00,Oceania,,2,$0.44B,$2.0K,3,$0.0B,8,70,"216,760",6,1409
Fiji,7/1/06 0:00,Oceania,,6,$3.10B,$3.7K,4,$0.0B,7,69,"828,046",1,1410
Samoa,7/1/06 0:00,Oceania,,5,$0.45B,$2.5K,5,$0.0B,12,71,"180,766",7,1411
Solomon Islands,7/1/06 0:00,Oceania,,1,$0.46B,$0.9K,6,$0.0B,14,66,"483,000",13,1412
Tonga,7/1/06 0:00,Oceania,,7,$0.29B,$2.9K,6,$0.0B,12,72,"101,584",5,1413
Australia,7/1/06 0:00,Oceania,,4,$749.81B,$36.2K,8,$0.0B,9,81,"20,697,900",5,1414
New Zealand,7/1/06 0:00,Oceania,,7,$109.52B,$26.2K,9,$0.0B,8,80,"4,184,600",1,1415
Kiribati,7/1/06 0:00,Oceania,,,$0.11B,$1.2K,11,$0.0B,,,"93,534",,1416
"Micronesia, Fed. Sts.",7/1/06 0:00,Oceania,,2,$0.25B,$2.3K,12,$0.0B,16,68,"109,789",14,1417
Marshall Islands,7/1/06 0:00,Oceania,,,$0.14B,$2.7K,17,$0.0B,,,"52,210",,1418
Cayman Islands,7/1/06 0:00,The Americas,Caribbean,,,,,,,,"53,712",,1419
Curacao,7/1/06 0:00,The Americas,Caribbean,,,,,,,,"137,490",,1420
Sint Maarten (Dutch part),7/1/06 0:00,The Americas,Caribbean,,,,,,,,"38,272",,1421
St. Martin (French part),7/1/06 0:00,The Americas,Caribbean,,,,,,,,"28,414",,1422
Turks and Caicos Islands,7/1/06 0:00,The Americas,Caribbean,,,,,,,,"32,590",,1423
Aruba,7/1/06 0:00,The Americas,Caribbean,4,,,,,11,74,"102,711",7,1424
Puerto Rico,7/1/06 0:00,The Americas,Caribbean,,$86.16B,$22.6K,,,,78,"3,805,214",,1425
Virgin Islands (U.S.),7/1/06 0:00,The Americas,Caribbean,,,,,,,79,"109,763",,1426
St. Vincent and the Grenadines,7/1/06 0:00,The Americas,Caribbean,3,$0.61B,$5.6K,4,$0.0B,10,71,"108,918",7,1427
Jamaica,7/1/06 0:00,The Americas,Caribbean,7,$12.29B,$4.6K,4,$0.0B,18,72,"2,663,100",11,1428
Antigua and Barbuda,7/1/06 0:00,The Americas,Caribbean,4,$1.16B,$13.7K,5,$0.0B,11,,"84,952",7,1429
St. Kitts and Nevis,7/1/06 0:00,The Americas,Caribbean,5,$0.59B,$11.8K,5,$0.0B,9,,"49,811",4,1430
Trinidad and Tobago,7/1/06 0:00,The Americas,Caribbean,5,$18.46B,$14.0K,5,$0.0B,11,69,"1,320,418",6,1431
Dominica,7/1/06 0:00,The Americas,Caribbean,3,$0.39B,$5.7K,6,$0.0B,10,,"68,700",7,1432
Haiti,7/1/06 0:00,The Americas,Caribbean,8,$4.88B,$0.5K,6,$0.0B,26,60,"9,479,136",18,1433
Dominican Republic,7/1/06 0:00,The Americas,Caribbean,10,$35.95B,$3.8K,6,$0.0B,19,72,"9,398,285",9,1434
Grenada,7/1/06 0:00,The Americas,Caribbean,3,$0.70B,$6.8K,6,$0.0B,10,75,"103,037",7,1435
St. Lucia,7/1/06 0:00,The Americas,Caribbean,3,$0.98B,$5.9K,7,$0.0B,11,73,"166,387",8,1436
Barbados,7/1/06 0:00,The Americas,Caribbean,5,$3.19B,$11.8K,7,$0.0B,10,76,"271,062",5,1437
"Bahamas, The",7/1/06 0:00,The Americas,Caribbean,3,$7.97B,$24.6K,8,$0.0B,6,74,"324,066",3,1438
Cuba,7/1/06 0:00,The Americas,Caribbean,,$52.74B,$4.7K,8,$0.0B,,78,"11,265,124",,1439
Belize,7/1/06 0:00,The Americas,Central America,8,$1.21B,$4.0K,4,$0.0B,14,75,"301,386",6,1440
Honduras,7/1/06 0:00,The Americas,Central America,9,$10.88B,$1.6K,6,$0.0B,17,72,"7,017,769",8,1441
Mexico,7/1/06 0:00,The Americas,Central America,3,$952.28B,$8.8K,6,$0.0B,8,76,"107,835,259",5,1442
Guatemala,7/1/06 0:00,The Americas,Central America,5,$30.23B,$2.3K,7,$0.0B,13,70,"13,034,904",8,1443
El Salvador,7/1/06 0:00,The Americas,Central America,,$18.55B,$3.1K,7,$0.0B,,71,"6,074,487",,1444
Panama,7/1/06 0:00,The Americas,Central America,4,$17.14B,$5.2K,7,$0.0B,8,75,"3,294,583",4,1445
Nicaragua,7/1/06 0:00,The Americas,Central America,5,$5.23B,$1.0K,8,$0.0B,12,72,"5,493,527",7,1446
Costa Rica,7/1/06 0:00,The Americas,Central America,10,$22.53B,$5.1K,8,$0.0B,22,79,"4,381,820",12,1447
Greenland,7/1/06 0:00,The Americas,North America,,$1.74B,$30.6K,,,,,"56,774",,1448
Bermuda,7/1/06 0:00,The Americas,North America,,$5.41B,$84.9K,,,,79,"63,800",,1449
Canada,7/1/06 0:00,The Americas,North America,2,"$1,278.61B",$39.3K,10,$0.0B,6,81,"32,576,074",4,1450
United States,7/1/06 0:00,The Americas,North America,,"$13,314.50B",$44.6K,16,$0.0B,8,78,"298,379,912",,1451
Bolivia,7/1/06 0:00,The Americas,South America,4,$11.45B,$1.2K,5,$0.0B,12,65,"9,306,660",8,1452
Peru,7/1/06 0:00,The Americas,South America,3,$92.30B,$3.3K,5,$0.0B,24,73,"27,866,387",21,1453
Guyana,7/1/06 0:00,The Americas,South America,3,$1.46B,$1.9K,6,$0.0B,15,68,"748,321",12,1454
"Venezuela, RB",7/1/06 0:00,The Americas,South America,10,$183.48B,$6.8K,6,$0.0B,15,73,"27,031,000",5,1455
Paraguay,7/1/06 0:00,The Americas,South America,7,$9.28B,$1.5K,7,$0.0B,30,71,"6,008,597",23,1456
Colombia,7/1/06 0:00,The Americas,South America,6,$162.74B,$3.7K,7,$0.0B,13,73,"43,696,540",7,1457
Ecuador,7/1/06 0:00,The Americas,South America,4,$41.71B,$3.1K,7,$0.0B,10,75,"13,639,708",6,1458
Chile,7/1/06 0:00,The Americas,South America,5,$154.67B,$9.4K,7,$0.0B,8,78,"16,468,677",3,1459
Suriname,7/1/06 0:00,The Americas,South America,7,$2.63B,$5.2K,8,$0.0B,16,69,"504,913",9,1460
Brazil,7/1/06 0:00,The Americas,South America,14,"$1,088.92B",$5.8K,8,$0.0B,51,72,"187,958,211",37,1461
Argentina,7/1/06 0:00,The Americas,South America,6,$214.07B,$5.5K,8,$0.0B,9,75,"39,023,850",3,1462
Uruguay,7/1/06 0:00,The Americas,South America,2,$19.58B,$5.9K,8,$0.0B,9,76,"3,314,466",7,1463
Zimbabwe,7/1/07 0:00,Centro Oeste,Brasilia,,$5.29B,$0.4K,,,,46,"12,481,245",,1464
Somalia,7/1/07 0:00,Centro Oeste,Brasilia,,,,,,,50,"8,733,493",,1465
Eritrea,7/1/07 0:00,Centro Oeste,Brasilia,,$1.32B,$0.3K,3,$0.0B,,60,"4,798,561",,1466
Seychelles,7/1/07 0:00,Centro Oeste,Brasilia,3,$1.02B,$12.0K,3,$0.0B,11,73,"85,033",8,1467
Kenya,7/1/07 0:00,Centro Oeste,Brasilia,5,$27.24B,$0.7K,4,$0.0B,13,54,"37,485,246",8,1468
Comoros,7/1/07 0:00,Centro Oeste,Brasilia,3,$0.46B,$0.7K,4,$0.0B,11,60,"678,602",8,1469
Madagascar,7/1/07 0:00,Centro Oeste,Brasilia,17,$7.34B,$0.4K,4,$0.0B,45,65,"18,980,391",28,1470
Mozambique,7/1/07 0:00,Centro Oeste,Brasilia,12,$8.03B,$0.4K,5,$0.0B,20,49,"21,811,326",8,1471
Ethiopia,7/1/07 0:00,Centro Oeste,Brasilia,4,$19.55B,$0.3K,5,$0.0B,8,57,"77,718,436",4,1472
Mauritius,7/1/07 0:00,Centro Oeste,Brasilia,12,$7.79B,$6.2K,5,$0.0B,22,73,"1,260,403",10,1473
Zambia,7/1/07 0:00,Centro Oeste,Brasilia,9,$11.54B,$1.0K,6,$0.0B,19,46,"12,055,384",10,1474
Tanzania,7/1/07 0:00,Centro Oeste,Brasilia,9,$16.83B,$0.4K,6,$0.0B,16,55,"41,068,185",7,1475
Malawi,7/1/07 0:00,Centro Oeste,Brasilia,6,$3.46B,$0.3K,7,$0.0B,28,51,"13,589,404",22,1476
Uganda,7/1/07 0:00,Centro Oeste,Brasilia,9,$11.92B,$0.4K,8,$0.0B,19,52,"30,339,895",10,1477
Djibouti,7/1/07 0:00,Centro Oeste,Brasilia,3,$0.85B,$1.0K,8,$0.0B,11,56,"839,453",8,1478
Rwanda,7/1/07 0:00,Centro Oeste,Brasilia,7,$3.74B,$0.4K,9,$0.0B,16,54,"9,710,531",9,1479
Burundi,7/1/07 0:00,Centro Oeste,Brasilia,,$1.32B,$0.2K,14,$0.0B,17,49,"7,707,781",,1480
Equatorial Guinea,7/1/07 0:00,Centro Oeste,Middle Centro Oeste,4,$12.57B,$19.5K,2,$0.0B,15,50,"643,936",11,1481
Angola,7/1/07 0:00,Centro Oeste,Middle Centro Oeste,7,$60.45B,$3.4K,3,$0.0B,18,49,"17,525,367",11,1482
"Congo, Rep.",7/1/07 0:00,Centro Oeste,Middle Centro Oeste,4,$8.39B,$2.3K,3,$0.0B,15,56,"3,730,612",11,1483
Gabon,7/1/07 0:00,Centro Oeste,Middle Centro Oeste,4,$11.57B,$8.1K,3,$0.0B,,61,"1,423,637",,1484
Central Centro Oesten Republic,7/1/07 0:00,Centro Oeste,Middle Centro Oeste,4,$1.70B,$0.4K,4,$0.0B,15,45,"4,160,940",11,1485
Chad,7/1/07 0:00,Centro Oeste,Middle Centro Oeste,4,$7.02B,$0.7K,4,$0.0B,15,48,"10,371,839",11,1486
Cameroon,7/1/07 0:00,Centro Oeste,Middle Centro Oeste,4,$20.68B,$1.1K,5,$0.0B,15,50,"18,350,022",11,1487
"Congo, Dem. Rep.",7/1/07 0:00,Centro Oeste,Middle Centro Oeste,14,$10.01B,$0.2K,6,$0.0B,47,47,"60,772,175",33,1488
Sao Tome and Principe,7/1/07 0:00,Centro Oeste,Middle Centro Oeste,13,$0.14B,$0.9K,7,$0.0B,32,64,"157,361",19,1489
South Sudan,7/1/07 0:00,Centro Oeste,Northern Centro Oeste,,,,,,,,"8,438,853",,1490
Libya,7/1/07 0:00,Centro Oeste,Northern Centro Oeste,3,$71.80B,$11.9K,3,$0.0B,6,74,"6,023,053",3,1491
Algeria,7/1/07 0:00,Centro Oeste,Northern Centro Oeste,2,$135.80B,$4.0K,4,$0.0B,8,72,"33,906,605",6,1492
Morocco,7/1/07 0:00,Centro Oeste,Northern Centro Oeste,4,$75.23B,$2.4K,5,$0.0B,,71,"31,011,199",,1493
"Egypt, Arab Rep.",7/1/07 0:00,Centro Oeste,Northern Centro Oeste,6,$130.48B,$1.7K,5,$0.0B,13,72,"76,941,572",7,1494
Sudan,7/1/07 0:00,Centro Oeste,Northern Centro Oeste,,$46.53B,$1.2K,6,$0.0B,,60,"31,934,782",,1495
Tunisia,7/1/07 0:00,Centro Oeste,Northern Centro Oeste,,$38.93B,$3.8K,6,$0.0B,,74,"10,225,100",,1496
Swaziland,7/1/07 0:00,Centro Oeste,Southern Centro Oeste,7,$3.05B,$3.0K,6,$0.0B,13,47,"1,020,102",6,1497
Namibia,7/1/07 0:00,Centro Oeste,Southern Centro Oeste,8,$8.81B,$4.1K,7,$0.0B,13,60,"2,158,984",5,1498
South Centro Oeste,7/1/07 0:00,Centro Oeste,Southern Centro Oeste,9,$286.17B,$5.9K,8,$0.0B,13,51,"48,257,282",4,1499
Botswana,7/1/07 0:00,Centro Oeste,Southern Centro Oeste,9,$12.38B,$6.4K,8,$0.0B,16,52,"1,927,540",7,1500
Lesotho,7/1/07 0:00,Centro Oeste,Southern Centro Oeste,6,$1.60B,$0.8K,9,$0.0B,14,45,"2,106,128",8,1501
Mauritania,7/1/07 0:00,Centro Oeste,Western Centro Oeste,8,$3.36B,$1.0K,4,$0.0B,24,57,"3,212,672",16,1502
Guinea,7/1/07 0:00,Centro Oeste,Western Centro Oeste,,$4.21B,$0.4K,5,$0.0B,,52,"9,373,619",,1503
Niger,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$4.29B,$0.3K,5,$0.0B,,53,"13,945,662",,1504
Benin,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$5.55B,$0.7K,5,$0.0B,,54,"8,112,573",,1505
"Gambia, The",7/1/07 0:00,Centro Oeste,Western Centro Oeste,13,$0.83B,$0.5K,5,$0.0B,28,57,"1,591,357",15,1506
Cape Verde,7/1/07 0:00,Centro Oeste,Western Centro Oeste,3,$1.33B,$2.8K,5,$0.0B,11,73,"483,023",8,1507
Guinea-Bissau,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$0.69B,$0.5K,6,$0.0B,,47,"1,424,191",,1508
Mali,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$7.15B,$0.5K,6,$0.0B,,50,"14,020,786",,1509
Nigeria,7/1/07 0:00,Centro Oeste,Western Centro Oeste,10,$165.92B,$1.1K,6,$0.0B,17,50,"146,951,477",7,1510
Burkina Faso,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$6.76B,$0.4K,6,$0.0B,,53,"15,061,127",,1511
Cote d'Ivoire,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$19.80B,$1.1K,6,$0.0B,,53,"18,646,754",,1512
Senegal,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$11.32B,$1.0K,6,$0.0B,,58,"11,474,661",,1513
Ghana,7/1/07 0:00,Centro Oeste,Western Centro Oeste,9,$24.63B,$1.1K,6,$0.0B,,62,"22,712,403",,1514
Togo,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$2.52B,$0.4K,7,$0.0B,,56,"5,652,811",,1515
Liberia,7/1/07 0:00,Centro Oeste,Western Centro Oeste,4,$0.74B,$0.2K,12,$0.0B,15,54,"3,477,197",11,1516
Sierra Leone,7/1/07 0:00,Centro Oeste,Western Centro Oeste,10,$1.66B,$0.3K,13,$0.0B,25,46,"5,478,289",15,1517
"Korea, Dem. Rep.",7/1/07 0:00,Asia,,,,,,,,68,"24,008,606",,1518
"Macao SAR, China",7/1/07 0:00,Asia,,3,$18.06B,$35.7K,,,8,80,"505,709",5,1519
"Hong Kong SAR, China",7/1/07 0:00,Asia,,2,$207.09B,$29.9K,,,7,82,"6,925,900",5,1520
Myanmar,7/1/07 0:00,Asia,,12,,,2,$0.0B,17,63,"46,915,826",5,1521
Turkmenistan,7/1/07 0:00,Asia,,,$12.66B,$2.6K,2,$0.0B,,65,"4,858,843",,1522
Brunei Darussalam,7/1/07 0:00,Asia,,1,$12.25B,$32.4K,2,$0.0B,6,78,"377,513",5,1523
Pakistan,7/1/07 0:00,Asia,,5,$143.17B,$0.9K,3,$0.0B,12,65,"164,445,596",7,1524
Kazakhstan,7/1/07 0:00,Asia,,,$104.85B,$6.8K,3,$0.0B,,67,"15,484,192",,1525
Philippines,7/1/07 0:00,Asia,,4,$149.36B,$1.7K,3,$0.0B,9,68,"88,652,631",5,1526
Indonesia,7/1/07 0:00,Asia,,8,$432.22B,$1.9K,3,$0.0B,14,68,"232,461,746",6,1527
Bangladesh,7/1/07 0:00,Asia,,9,$68.42B,$0.5K,3,$0.0B,16,68,"143,956,805",7,1528
Singapore,7/1/07 0:00,Asia,,1,$168.43B,$36.7K,3,$0.0B,5,80,"4,588,600",4,1529
India,7/1/07 0:00,Asia,,,"$1,238.70B",$1.1K,4,$0.0B,13,64,"1,173,971,629",,1530
Lao PDR,7/1/07 0:00,Asia,,5,$4.22B,$0.7K,4,$0.0B,29,66,"5,931,385",24,1531
Malaysia,7/1/07 0:00,Asia,,3,$186.78B,$6.9K,4,$0.0B,6,73,"27,051,142",3,1532
Thailand,7/1/07 0:00,Asia,,3,$246.98B,$3.6K,4,$0.0B,7,73,"67,796,451",4,1533
China,7/1/07 0:00,Asia,,4,"$3,494.06B",$2.7K,4,$0.0B,7,73,"1,317,885,000",3,1534
Armenia,7/1/07 0:00,Asia,,6,$9.21B,$3.0K,4,$0.0B,18,73,"3,074,181",12,1535
Sri Lanka,7/1/07 0:00,Asia,,9,$32.35B,$1.6K,4,$0.0B,17,74,"20,039,000",8,1536
Cambodia,7/1/07 0:00,Asia,,2,$8.64B,$0.6K,5,$0.0B,,61,"13,669,857",,1537
Bhutan,7/1/07 0:00,Asia,,5,$1.20B,$1.7K,5,$0.0B,14,66,"688,581",9,1538
Tajikistan,7/1/07 0:00,Asia,,8,$3.72B,$0.6K,5,$0.0B,23,66,"6,604,426",15,1539
Nepal,7/1/07 0:00,Asia,,2,$10.28B,$0.4K,5,$0.0B,8,67,"28,373,838",6,1540
Mongolia,7/1/07 0:00,Asia,,13,$4.23B,$1.6K,5,$0.0B,22,67,"2,624,509",9,1541
Azerbaijan,7/1/07 0:00,Asia,,12,$33.05B,$3.9K,5,$0.0B,19,70,"8,581,300",7,1542
Uzbekistan,7/1/07 0:00,Asia,,,$22.31B,$0.8K,6,$0.0B,,67,"26,868,000",,1543
"Korea, Rep.",7/1/07 0:00,Asia,,5,"$1,049.24B",$21.6K,6,$0.0B,7,79,"48,598,000",2,1544
Afghanistan,7/1/07 0:00,Asia,,,$9.71B,$0.3K,7,$0.0B,18,47,"31,622,333",,1545
Kyrgyz Republic,7/1/07 0:00,Asia,,5,$3.80B,$0.7K,7,$0.0B,25,68,"5,268,400",20,1546
Vietnam,7/1/07 0:00,Asia,,7,$71.02B,$0.8K,7,$0.0B,11,74,"84,221,100",4,1547
Maldives,7/1/07 0:00,Asia,,7,$1.54B,$5.1K,7,$0.0B,13,75,"303,539",6,1548
Georgia,7/1/07 0:00,Asia,,10,$10.17B,$2.3K,8,$0.0B,20,73,"4,388,400",10,1549
Japan,7/1/07 0:00,Asia,,1,"$4,356.33B",$34.1K,8,$0.0B,2,83,"127,770,750",1,1550
Timor-Leste,7/1/07 0:00,Asia,,1,$0.53B,$0.5K,15,$0.0B,15,61,"1,046,030",14,1551
Estonia,7/1/07 0:00,Europe,European Union,4,$21.99B,$16.4K,5,$0.0B,6,73,"1,341,672",2,1552
Romania,7/1/07 0:00,Europe,European Union,7,$169.28B,$7.9K,5,$0.0B,13,73,"21,546,873",6,1553
Lithuania,7/1/07 0:00,Europe,European Union,5,$39.10B,$11.6K,6,$0.0B,7,71,"3,375,618",2,1554
Poland,7/1/07 0:00,Europe,European Union,,$425.32B,$11.2K,6,$0.0B,,75,"38,120,560",,1555
Cyprus,7/1/07 0:00,Europe,European Union,3,$21.84B,$27.9K,6,$0.0B,7,79,"1,063,027",4,1556
Latvia,7/1/07 0:00,Europe,European Union,6,$28.77B,$12.6K,7,$0.0B,11,71,"2,276,100",5,1557
Bulgaria,7/1/07 0:00,Europe,European Union,4,$42.11B,$5.5K,7,$0.0B,10,73,"7,659,764",6,1558
Czech Republic,7/1/07 0:00,Europe,European Union,1,$180.51B,$17.5K,7,$0.0B,6,77,"10,334,160",5,1559
Luxembourg,7/1/07 0:00,Europe,European Union,,$51.31B,$106.9K,7,$0.0B,,80,"479,993",,1560
Hungary,7/1/07 0:00,Europe,European Union,7,$136.10B,$13.5K,8,$0.0B,9,73,"10,055,780",2,1561
Slovak Republic,7/1/07 0:00,Europe,European Union,4,$84.11B,$15.6K,8,$0.0B,8,74,"5,397,318",4,1562
Finland,7/1/07 0:00,Europe,European Union,,$246.13B,$46.5K,8,$0.0B,,79,"5,288,720",,1563
Ireland,7/1/07 0:00,Europe,European Union,,$259.95B,$59.7K,8,$0.0B,,79,"4,356,931",,1564
United Kingdom,7/1/07 0:00,Europe,European Union,,"$2,812.87B",$46.1K,8,$0.0B,6,79,"60,986,649",,1565
Slovenia,7/1/07 0:00,Europe,European Union,4,$47.31B,$23.4K,8,$0.0B,6,79,"2,018,122",2,1566
Spain,7/1/07 0:00,Europe,European Union,,"$1,441.43B",$32.1K,8,$0.0B,,81,"44,878,945",,1567
Malta,7/1/07 0:00,Europe,European Union,,$7.51B,$18.4K,9,$0.0B,6,79,"409,050",,1568
Sweden,7/1/07 0:00,Europe,European Union,,$462.51B,$50.6K,9,$0.0B,,81,"9,148,092",,1569
Italy,7/1/07 0:00,Europe,European Union,,"$2,127.18B",$35.8K,9,$0.0B,6,81,"59,375,289",,1570
Denmark,7/1/07 0:00,Europe,European Union,,$311.42B,$57.0K,10,$0.0B,,78,"5,461,438",,1571
Portugal,7/1/07 0:00,Europe,European Union,,$231.74B,$21.8K,10,$0.0B,,78,"10,608,335",,1572
Greece,7/1/07 0:00,Europe,European Union,,$304.90B,$27.2K,10,$0.0B,,79,"11,192,763",,1573
Austria,7/1/07 0:00,Europe,European Union,,$375.04B,$45.2K,10,$0.0B,,80,"8,300,788",,1574
Germany,7/1/07 0:00,Europe,European Union,,"$3,323.81B",$40.4K,10,$0.0B,,80,"82,266,372",,1575
Belgium,7/1/07 0:00,Europe,European Union,,$459.62B,$43.3K,10,$0.0B,9,80,"10,625,700",,1576
Netherlands,7/1/07 0:00,Europe,European Union,4,$782.57B,$47.8K,10,$0.0B,5,80,"16,381,696",1,1577
France,7/1/07 0:00,Europe,European Union,3,"$2,582.39B",$40.3K,11,$0.0B,,81,"64,012,051",,1578
Isle of Man,7/1/07 0:00,Europe,Independent,,$4.08B,$50.2K,,,,,"81,203",,1579
Liechtenstein,7/1/07 0:00,Europe,Independent,,$4.60B,$130.5K,,,,,"35,266",,1580
Kosovo,7/1/07 0:00,Europe,Independent,4,$4.68B,$2.7K,,,14,69,"1,733,404",10,1581
Faeroe Islands,7/1/07 0:00,Europe,Independent,,$2.28B,$46.9K,,,,80,"48,572",,1582
Monaco,7/1/07 0:00,Europe,Independent,,$5.97B,$169.3K,3,$0.0B,,,"35,295",,1583
Russian Federation,7/1/07 0:00,Europe,Independent,5,"$1,299.71B",$9.1K,5,$0.0B,10,67,"142,100,000",5,1584
Ukraine,7/1/07 0:00,Europe,Independent,8,$142.72B,$3.1K,6,$0.0B,14,68,"46,509,350",6,1585
Belarus,7/1/07 0:00,Europe,Independent,8,$45.28B,$4.7K,6,$0.0B,9,70,"9,702,000",1,1586
Turkey,7/1/07 0:00,Europe,Independent,23,$647.16B,$9.2K,6,$0.0B,,73,"69,992,754",,1587
"Macedonia, FYR",7/1/07 0:00,Europe,Independent,5,$8.16B,$4.0K,7,$0.0B,10,74,"2,047,922",5,1588
Albania,7/1/07 0:00,Europe,Independent,6,$10.70B,$3.4K,7,$0.0B,14,76,"3,169,665",8,1589
San Marino,7/1/07 0:00,Europe,Independent,3,$1.69B,$54.4K,7,$0.0B,8,83,"31,007",5,1590
Andorra,7/1/07 0:00,Europe,Independent,,$3.25B,$39.9K,8,$0.0B,,,"81,390",,1591
Montenegro,7/1/07 0:00,Europe,Independent,5,$3.67B,$5.8K,8,$0.0B,9,74,"627,962",4,1592
Croatia,7/1/07 0:00,Europe,Independent,2,$59.34B,$13.4K,8,$0.0B,9,76,"4,436,000",7,1593
Norway,7/1/07 0:00,Europe,Independent,5,$393.48B,$83.6K,9,$0.0B,7,80,"4,709,153",2,1594
Iceland,7/1/07 0:00,Europe,Independent,,$20.43B,$65.6K,9,$0.0B,19,81,"311,566",,1595
Serbia,7/1/07 0:00,Europe,Independent,4,$38.95B,$5.3K,10,$0.0B,11,73,"7,381,579",7,1596
Bosnia and Herzegovina,7/1/07 0:00,Europe,Independent,4,$15.28B,$4.0K,10,$0.0B,7,75,"3,779,034",3,1597
Moldova,7/1/07 0:00,Europe,Independent,15,$4.40B,$1.2K,11,$0.0B,19,68,"3,576,904",4,1598
